公告id	甲方	乙方	项目名称	合同名称	合同金额上限	合同金额下限	联合体成员
1899743	陕西省澄城县中医医院	广东尚荣工程总承包有限公司	澄城县中医医院融资项目	澄城县人民医院)整体迁建项目融资建设合同	300000000	300000000	
19164074	贵州省从江县住房和城乡建设局	北京东方园林环境股份有限公司	从江县生态旅游城市环境提升工程PPP项目		560000000	560000000	
19176282		浙江诚邦园林规划设计院有限公司	临汾市尧都区涝洰河-汾河贯通工程PPP项目		349703100	349703100	浙江诚邦园林规划设计院有限公司、杭州联创纵诚资产管理有限公司
19176739	西安阎良国家航空高技术产业基地管理委员会	启迪桑德环境资源股份有限公司	西安阎良国家航空高技术产业基地表面处理中心PPP项目		1060053800	1060053800	
19176791	美年大健康产业(集团)有限公司	北京万东医疗科技股份有限公司	美年大健康组织的2018年全国体检分院设备采购招标		100000000	100000000	
19180274	重庆长安汽车股份有限公司	天津福臻工业装备有限公司	长安汽车“渝北工厂S111(扩能)建设项目-焊接生产线”项目		82525000	82525000	
19180478	安徽长丰双凤经济开发区管理委员会	安徽鸿路钢结构(集团)股份有限公司	绿洲凤栖苑保障房项目钢材采购项目	绿洲凤栖苑保障房项目钢材采购合同	141800147.58	141800147.58	
19200912	吕梁市离石区林业局	岭南园林股份有限公司	吕梁市离石区可视范围山体绿化工程政府和社会资本合作(PPP)项目				重庆天开园林股份有限公司
19204439	中信兴业投资宁波有限公司	招商局公路网络科技控股股份有限公司		产权交易合同	2834127150	2834127150	
19205885		中国铁建股份有限公司	深圳市城市轨道交通16号线工程施工总承包项目		18426000000	18426000000	中铁十四局集团有限公司、中国铁建大桥工程局集团有限公司、中铁十六局集团有限公司、中铁二十五局集团有限公司、中铁二十四局集团有限公司、中铁二十二局集团有限公司、中铁十九局集团有限公司、中铁十二局集团有限公司、中铁十一局集团有限公司
19209683	营口中宁实业有限公司	江苏省冶金设计院有限公司	营口中宁实业有限公司年产40万吨高碳铬铁项目	营口中宁实业有限公司年产40万吨高碳铬铁项目合同	844800000	844800000	
19220778	遵义市高铁新城开发投资有限责任公司	深圳市奥拓电子股份有限公司	遵义市高铁配套旅游A区购物中心天幕项目	LED定制天幕采购合同	89691695	89691695	
19242669	渭南市华州区水务局	深圳市铁汉生态资产管理有限公司	渭南市华州区少华湖水利风景区PPP项目	渭南市华州区少华湖水利风景区项目(一期工程)建设项目工程总承包(EPC)合同	2076280000	2076280000	深圳市铁汉生态资产管理有限公司、铁汉生态建设有限公司、中国电建集团西北勘测设计研究院有限公司
19275034	珠海市华峰石化有限公司	兰州兰石重型装备股份有限公司			1066569999	1066569999	
19275091	察右后旗园林局	天津绿茵景观生态建设股份有限公司	察右后旗园林局2017年白镇城镇园林建设工程二标段	建筑工程施工合同	78792420	78792420	
19275286	盘州市交通投资开发有限公司	宁波市政工程建设集团股份有限公司	盘州城市综合交通枢纽建设项目		721354196.83	721354196.83	
19275750	华润(深圳)有限公司	深圳市建艺装饰集团股份有限公司			309002800	309002800	
19287180	河南省新乡市凤泉区城乡建设委员会	成都天翔环境股份有限公司	河南省新乡市凤泉区污水处理厂PPP项目				山水环境科技股份有限公司
19287643	河北省清河经济开发区管理委员会	中持水务股份有限公司	清河经济开发区污水处理厂二期改扩建工程PPP项目		66400000	66400000	
19298275	中国电信集团有限公司	江苏通光信息有限公司	中国电信室外光缆(2018年)集中采购项目招标活动		80190000	80190000	
19303754	安徽合肥公共资源交易中心	安徽鸿路钢结构(集团)股份有限公司	北城创业创新中心设计与施工一体化项目		172745770.68	172745770.68	安徽鸿路钢结构(集团)股份有限公司、宁波市明州建筑设计院有限公司
19305686		浙江交工集团股份有限公司	杭州至富阳城际铁路工程土建施工SGHF-3标段施工		1962495100	1962495100	中铁四局集团有限公司、浙江交工集团股份有限公司
19314198	中心广西水利电业集团有限公司	深圳友讯达科技股份有限公司	广西水利电业集团有限公司2017年第二批农网改造升级工程单相电能表、三相表能表框架招标(GXKLG20181031)		12284293.28	12284293.28	
19315987	中国移动通信集团广东有限公司	广东超讯通信技术股份有限公司	中国移动2018年至2019年通信设备安装工程施工服务集中采购(广东)项目		483000000	483000000	
19319319	江苏省电力公司	江苏金智科技股份有限公司	配电自动化终端设备自动化流水线检测系统及智能仓储系统		16000000	16000000	
19319702		中铁隧道局集团有限公司			4500000000	4500000000	
19338800		佳都新太科技股份有限公司	广东省公安厅采购的广东省公安厅2017-174广东公安视频云(一期)项目		66888192	66888192	
19342662		上海同济科技实业股份有限公司	西安西咸新区第一污水处理厂PPP项目				
19351249	渭南经开产业投资有限责任公司	内蒙古蒙草生态环境(集团)股份有限公司	沋河入渭口综合整治工程施工总承包(EPC)I标段(施工总承包)				
19402323	长沙广大建筑装饰有限公司	上海华凯展览展示工程有限公司	洞庭湖博物馆综合馆和公共空间工程设计与施工总承包项目	洞庭湖博物馆综合馆和公共空间工程总承包项目设计与施工总承包合同	147743377.84	147743377.84	上海华凯展览展示工程有限公司、上海华凯
19747388	中国电子进出口有限公司	深圳市优博讯科技股份有限公司	中国邮政储蓄银行智能POS入围招标项目				
19952994		北京市新港永豪水务工程有限公司	石马河支流清溪水流域水环境综合治理工程设计施工总承包项目		693031700	693031700	深圳市水务规划设计院有限公司
19973779	通城县城市管理执法局	江苏东珠景观股份有限公司	通城县锡山城市公园PPP项目				光合文旅控股股份有限公司
19974233		上海数据港股份有限公司	河北省石家庄市常山云数据中心项目一期工程建设项目		299361964	299361964	
2003898	自贡市城乡规划建设和住房保障局	华西能源工业股份有限公司	自贡市东部新城生态示范区一期工程PPP项目		1704779700	1704779700	
20097916	河南省新乡市凤泉区城乡建设委员会	成都天翔环境股份有限公司	河南省新乡市凤泉区污水处理厂PPP项目				山水环境科技股份有限公司
20164302	肇庆新淼水资源投资有限公司	棕榈生态城镇发展股份有限公司	肇庆新区起步区核心景观提升工程(施工总承包)		290027952.62	290027952.62	
20168908	海门市城市基础设施建设有限公司	江苏中设集团股份有限公司	江海路快速化改造工程项目管理、设计咨询及施工监理一体化服务项目		35000000	35000000	
20174992	北京市政府采购中心	深圳齐心集团股份有限公司	北京市市级行政事业单位2018-2019年度办公设备协议采购政府采购的办公设备电商项目和中国扶贫基金会2018-2019年爱心包裹学生型美术包项目				
20176117		大千生态环境集团股份有限公司	第二届保定市旅游产业发展大会满城区保涞线、京赞线沿途升级改造设计施工总承包		376244200	376244200	
20178460	新疆天域汇通商贸有限公司	中标天伟化工有限公司					
20179472		中石化石油工程建设有限公司	中国石油化工股份有限公司天然气分公司鄂尔多斯-安平-沧州输气管道工程一期项目		1227000000	1227000000	
20179726	徐州国新生物质能源科技有限公司	杭州能源环境工程有限公司	徐州国新生物质能源科技有限公司的规模化大型秸秆沼气工程(EPC总承包)项目		59963300	59963300	
20179730	河北唐山芦台经济开发区规划建设管理局	新疆国统管道股份有限公司	河北唐山芦台经济开发区环境综合治理PPP项目	河北唐山芦台经济开发区环境综合治理PPP项目中心城区污水处理厂及管网工程PPP项目合同	51129100	51129100	
20180447	巴彦淖尔市临河区林业局	内蒙古蒙草生态环境(集团)股份有限公司	巴彦淖尔市临河区2017年绿化升级PPP项目		255789800	255789800	阿拉善盟青草生态投资中心
20183376	兰州寰球工程有限公司	哈尔滨博奥环境技术有限公司		中国石油天然气股份有限公司兰州石化分公司(以下简称“兰州石化”)国VI油品质量升级项目-炼油厂烷基化装置改造1.6万吨/年废酸再生单元专利专有设备及催化剂合同	19469000	19469000	
20183376	中国寰球工程有限公司	哈尔滨博奥环境技术有限公司		中国石油天然气股份有限公司兰州石化分公司(以下简称“兰州石化”)国VI油品质量升级项目-炼油厂烷基化装置改造1.6万吨/年废酸再生单元专利专有设备及催化剂合同	19469000	19469000	
20189053	国家电网有限公司	易事特集团股份有限公司	国家电网有限公司2018年综合能源服务项目物资电商化集中招标项目		61440000	61440000	
20196509	南安市城市建设投资集团有限责任公司	北京市新港永豪水务工程有限公司					
20200351	杭州市富阳区江南新城建设管理委员会	龙元建设集团股份有限公司	富阳区大源镇及灵桥镇安置小区建设工程PPP项目		2314870000	2314870000	
20205770		安徽省路桥工程集团有限责任公司			2602770700	2602770700	安徽天润建筑工程集团有限公司
20213707	成都高投建设开发有限公司	成都倍特建筑安装工程有限公司	成都天府国际空港新城三岔一线道路及综合管廊工程(一期)		8614009.72	8614009.72	成都倍特建筑安装工程有限公司
20230269	下卡姆斯克石化总厂	哈尔滨博实自动化股份有限公司		供货合同	47650000	47650000	
2024440	山东高速股份有限公司	山东省公路桥梁建设有限公司	山东高速股份有限公司济南至青岛高速公路改扩建主体工程项目		2052369697.29	2052369697.29	山东省高速路桥养护有限公司
20245222	中国石化国际事业有限公司	哈尔滨博奥环境技术有限公司			41430000	41430000	
20248131		浙江元成园林集团股份有限公司	资溪县(嵩市)有机农业科技示范项目建设工程(PPP)		522400000	522400000	
20259443		南威软件股份有限公司	福建省将乐县智慧将乐(一期)项目设计、采购、施工总承包				
20267118	巴彦淖尔市临河区林业局	内蒙古蒙草生态环境(集团)股份有限公司	巴彦淖尔市临河区2017年绿化升级PPP项目				
20274828	江苏省连云港市政府采购中心	北京东方园林环境股份有限公司	连云港市连云区全域旅游基础设施项目		1066844600	1066844600	
20275321	资溪县有机农业科技园区管理委员会	元成环境股份有限公司	资溪县(嵩市)有机农业科技示范项目建设工程PPP项目		522400000	522400000	
20279305	天津市城乡建设委员会	天津创业环保集团股份有限公司	天津市解放南路地区海绵城市建设PPP项目		294317225	294317225	北京碧水源科技股份有限公司、北京久安建设投资集团有限公司
20280803	山西光泅房地产开发有限公司	龙元建设集团股份有限公司	后北屯城中村改造BR-5地块项目工程		616051203	616051203	
2029334	国内军方某部	西安天和海防智能科技有限公司		设备采购合同	7390000	7390000	
20398729	贵州省沿河乌江国家湿地公园管理局	铁汉生态建设有限公司	贵州沿河乌江国家湿地公园建设项目(PPP)		628400000	628400000	铁汉生态建设有限公司、深圳市铁汉生态资产管理有限公司
20444539	西峡县住房和城乡建设局	岭南生态文旅股份有限公司	西峡县鹳河生态文化园PPP项目				深圳鑫泰华金投资合伙企业
2045181	嘉兴市嘉源生态环境有限公司	上海同济建设有限公司	嘉兴市城东再生水厂一期工程——湿地及活水公园EPC总承包项目		96360000	96360000	上海同济建设有限公司
20470876		成都倍特建筑安装工程有限公司					
20496206	廊坊市安次区水务局	中持水务股份有限公司	廊坊市安次区龙河(东张务闸-冀津断面)水环境综合治理工程项目	建设项目工程总承包合同	63057760	63057760	
20526484	中国石化工程建设有限公司	苏州天沃科技股份有限公司	中化泉州100万吨/年乙烯及炼油改扩建项目所需1#2#丙烯精馏塔	采购合同	46480000	46480000	
20528624	国家电网公司	苏州科陆东自电气有限公司	国家电网公司2018年第一次配网设备协议库存招标		64724399	64724399	
20596584		江苏东珠景观股份有限公司	柳州市柳南区太阳河流域治理工程设计-施工(EPC)总承包		99168400	99168400	
206890	江苏省电力公司物资采购与配送中心	苏州工业园区和顺电气股份有限公司		仪表箱、电能计量箱采购合同	84251485	84251485	
207468	江苏省电力公司	深圳浩宁达仪表股份有限公司	江苏省电力公司集中规模招标采购2011年用电信息采集系统智能电表推广及应用项目		33528000	33528000	
2095147		北京韩建河山管业股份有限公司	吉林省中部城市供水股份有限公司吉林省中部城市引松供水工程PCCP采购一标	采购合同协议书	10177000000	10177000000	
210619	吴江市国土资源局	科林环保装备股份有限公司					
2115885	国家有关公司	云南西仪工业股份有限公司		其他工业产品销售合同	6660000	6660000	
2142127	中航技国际经贸发展有限公司	安徽四创电子股份有限公司	十二五”远程空管一次雷达采购项目		83970000	83970000	
2155529	沙特高级轮胎厂(AdvancedTyreFactory)	中工国际工程股份有限公司		沙特高级轮胎厂项目商务合同	1156506700	1156506700	
2171421	中国移动通信有限公司	广州杰赛科技股份有限公司	中国移动2016-2017年通信设备设计与可行性研究集中采购”项目共8个标段		78000000	78000000	
217710	沪汉蓉铁路湖北有限责任公司	中铁大桥局股份有限公司	汉宜铁路工程先期开工段HYZQ-1标段		1314701587	1314701587	
2183	江苏省涟水县人民政府	桑德环境资源股份有限公司		涟水县生活垃圾处理特许经营协议	46000000	46000000	
218378		山西晋缘置信电气有限公司	山西省电力公司招标采购2009年第四批项目新农村建设改造工程非晶合金配电变压器		94089700	94089700	
2212593	商洛市商州区教育体育局	龙元明城投资管理(上海)有限公司	陕西商州区高级中学建设PPP项目	政府和社会资本合作项目(PPP模式)合同	548000000	548000000	宁波海润惠达投资有限公司
2221672	杭州之江国家旅游度假区农转居多层公寓建设管理中心	浙江东南网架股份有限公司	杭州市转塘单元G-R21-22地块公共租赁住房		344503716	344503716	
222190		中国铁建电气化局集团有限公司	新建山西中南部铁路通道(含吕梁至临县(孟门)铁路临县北至孟门段)“四电”系统集成及相关工程ZNZH—2标段		3173890000	3173890000	中铁十二局集团有限公司
2258575	中国兵器科学研究院	银邦金属复合材料股份有限公司	印发某型铝合金板材工程化制备项目				
2261248	高平市发展和改革局	北京东方园林生态股份有限公司	高平市炎帝文化苑建设工程PPP项目		260000000	260000000	
229926	内蒙古华电二连浩特新能源有限公司	国电南京自动化股份有限公司	二连浩特风光互补城市供电示范项目扩建48兆瓦光伏发电项目总承包项目	内蒙古华电二连浩特风光互补城市供电示范项目扩建48MWp光伏并网发电项目采购合同书	400886300	400886300	内蒙古胜威建设集团有限公司
2312043	北京房开控股集团有限公司	利亚德光电股份有限公司	北京时代广场天幕项目		55787000	55787000	
2334949	国家电网公司	杭州中恒电气股份有限公司	国家电网公司2016年电源项目第二次物资招标采购				
2355267	山东高速股份有限公司	山东省公路桥梁建设有限公司	山东高速股份有限公司济南至青岛高速公路改扩建主体工程项目		2052369697.29	2052369697.29	山东省高速路桥养护有限公司
2355947	国家电网公司	河南许继仪表有限公司	国家电网公司2016年渝鄂直流背靠背联网工程第一批设备公开招标		1046000000	1046000000	
2359661		深圳市科陆电子科技股份有限公司	中国南方电网有限责任公司2016年电能表类第一批框架招标项目		86000000	86000000	
2359926	吉林省高等级公路建设局	南京凌云科技发展有限公司	天鹤大高速公路靖宇至通化段机电工程施工招标HDJD14标段		31417931	31417931	
2359959	国家电网公司	保定天威保变电气股份有限公司	昌吉-古泉±1100kV特高压直流工程第一批设备招标项目		1153000000	1153000000	
2362384	耒阳市国省干线公路建设开发有限公司	安徽水利开发股份有限公司	G107耒阳市绕城公路、耒阳市竹市至哲桥公路建设项目(PPP模式)		641000000	641000000	
2370287	国家电网公司	江苏东大金智信息系统有限公司	江苏电力源网荷友好互动系统泛在数据网络建设		47000000	47000000	
2372645	中国南方电网有限责任公司	常熟风范电力设备股份有限公司	2016年主网线路材料第一批框架招标项目		166000000	166000000	
2374744	中国光大银行股份有限公司	聚龙股份有限公司	光大银行出纳机具入围选型项目				
2380966	平顶山三梭尼龙发展有限公司	北京三联虹普新合纤技术服务股份有限公司	平顶山三梭尼龙发展有限公司年产7万吨尼龙6聚合项目整体工程设计和主工艺装置的工程总承包(EPC)项目	平顶山三梭尼龙发展有限公司尼龙6切片项目整体设计和主工艺装置(EPC)工程总承包合同	126750000	126750000	
241962	湖南广播电视台	湖南电广传媒股份有限公司		广告经营合作协议			
243416	安徽省凤阳县人民政府	中航三鑫股份有限公司		中航三鑫(凤阳)特玻生产基地项目投资协议书	3500000000	3500000000	
243998	保定市南水北调建设委员会办公室	新疆国统管道股份有限公司	南水北调配套工程廊涿干渠工程(保定段)PCCP管道制造采购项目		200183619	200183619	
245720	廊坊市南水北调工程建设委员会	宁夏青龙管业股份有限公司	南水北调配套工程廊涿干渠工程(廊坊段)PCCP管道制造第一标段		123047209	123047209	
246192	国家电网公司	深圳浩宁达仪表股份有限公司	国家电网公司集中规模招标采购2011年电能表第一批项目				
246664	蓝思科技(长沙)有限公司	深圳市新纶科技股份有限公司		1号厂房无尘车间安装工程合同书	91000000	91000000	
251158	国家发展和改革委员会资源节约和环境保护司	广东雪莱特光电科技股份有限公司	高效照明产品推广项目				
251237	山东省庆云县人民政府	盾安(天津)节能系统有限公司		山东省庆云县可再生能源供热合同	1120000000	1120000000	
251690	昆明滇池投资有限责任公司	北京碧水源科技股份有限公司	昆明滇投的昆明市第九、第十污水处理厂BT项目	公司尚需与昆明滇投签署合同书	500000000	500000000	
255512	安徽省交通投资集团有限责任公司	安徽皖通科技股份有限公司			57803007	57803007	
256061	天津赛瑞机器设备有限公司	威海华东重工有限公司		工业品买卖合同	51000000	51000000	
268724		广州市重盈工元节能科技有限公司	广州市花都区市政道路LED照明节能改造EMC模式采购项目				
2700	中心潍坊滨海投资发展有限公司	棕榈园林股份有限公司	潍坊滨海经济开发区中央商务区景观BT工程(一期)		775962094.84	775962094.84	深圳市铁汉生态环境股份有限公司
277006		中国铁建股份有限公司	黄岛区疏港道路交通一揽子工程		4750000000	4750000000	
278509	浙江浙能北仑发电有限公司	浙江开尔新材料股份有限公司		#3机组烟气超低排放改造工程管式烟气-烟气换热器采购合同	25180000	25180000	格菱动力设备(中国)有限公司
28142	珠海中冶置业有限公司	深圳市三鑫幕墙工程有限公司	珠海十字门中央商务区会展商务组团一期喜来登幕墙工程招标项目		132971589.14	132971589.14	
285213	神华宁夏煤业集团有限责任公司	北京万邦达环保技术股份有限公司		除盐水及凝液精制站工艺包成套买卖合同	188000000	188000000	
288646	北京土人城市规划设计有限公司	深圳市铁汉生态环境股份有限公司	宿迁市三台山森林公园衲田(果林谧境)景区建设工程	宿迁市三台山森林公园衲田(果林谧境)景区设计施工一体化(含后期养护)总承包合同书	829599999	829599999	
289489	沈阳市环境卫生管理处	江苏维尔利环保科技股份有限公司	沈阳市老虎冲生活垃圾卫生填埋场渗沥液处理工程设备采购总承包	中标通知书并正式签署项目合同书	69865426	69865426	
290036	德黑兰轨道车辆制造公司	备查文件目录北方国际合作股份有限公司		伊朗德黑兰504辆碳钢地铁车供货合同重大合同	5614000000	5614000000	
290954	中国铁建长沙磁浮工程设计施工总承包项目部	金杯电工股份有限公司	长沙磁浮工程供电系统1500V直流电缆采购项目		14505752	14505752	
300843	杭州市市政公用建设开发公司	腾达建设集团股份有限公司	石祥路提升完善工程(储鑫路-丰庆路西侧)01标				
30138	贵州贵安建设投资有限公司	贵州新联爆破工程集团有限责任公司	贵安新区天河潭道路工程BT施工项目	合同协议书	1393625100	1393625100	贵州建工集团第七建筑工程有限责任公司
301912	巴基斯坦国家炼油有限公司	华陆工程科技有限责任公司			961000000	961000000	
3031	天津津湾房产建设有限公司	上海延华智能科技(集团)股份有限公司	天津汤臣津湾广场项目信息化工程		44150000	44150000	
304646	国家电网公司	杭州炬华科技股份有限公司	国家电网公司2014年第四批电能表及用电信息采集设备招标采购		193222956	193222956	
304694	内蒙古中环光伏材料有限公司	浙江晶盛机电股份有限公司	内蒙古中环光伏材料有限公司三期项目设备第一批采购项目		244800000	244800000	
305310	国网物资有限公司	南京新联电子股份有限公司	国家电网公司2014年第四批电能表及用电信息采集设备招标采购		67850000	67850000	
306927	国药控股股份有限公司	广东东方新特药有限公司		采购、经销及冷链配送服务协议			
307213	中国寰球工程公司	中兴能源装备有限公司	神华宁煤400万吨/年煤炭间接液化项目不锈钢无缝钢管(氧气管线18-24)采购项目		133526900	133526900	
311913	牡丹江市外环公路大莫至海南段公路工程指挥部	龙建路桥股份有限公司			32813761	32813761	
312524	内蒙古中佳能源有限责任公司	中国化学工程第十三建设有限公司			3560000000	3560000000	
315089	加拿大ESAI公司	中钢设备有限公司		4座热风炉重建项目总承包合同	724000000	724000000	
316315	济宁中科环保电力有限公司	安徽盛运环保(集团)股份有限公司	济宁市垃圾填埋场垃圾复挖分选焚烧项目1标段工程		85995000	85995000	
321032	四川汶马高速公路有限责任公司	成都市路桥工程股份有限公司	四川省汶川至马尔康高速公路路基土建工程施工		477684529	477684529	
32529	天津中水有限公司	天津膜天膜科技股份有限公司	津南再生水厂工程(纪庄子再生水厂迁建)机电设备采购项目(第一包:膜车间系统设备采购项目)		54980160	54980160	
329762		中铁一局集团有限公司	新建西安至平凉铁路站前及部分站后工程施工总承包XPS-3标段、XPS-1标段和XPS-2标段		5224800000	5224800000	
33234	成都兴城投资集团有限公司	成都市路桥工程股份有限公司	天府新区“三纵一横”重大基础设施建设项目融资建设元华路南延线(C标段)	天府新区“三纵一横”重大基础设施建设项目元华路南延线市政道路工程(C标段)投融资建设合同	3496000000	3496000000	中国五冶集团有限公司
333933	国网上海电力公司	宁波奥克斯高科技有限公司	上海“2014年老旧小区改造计量箱协议库存招标采购项目		103562400	103562400	
339933		宝山钢铁股份有限公司					
341208	上海轨道交通十三号线发展有限公司	腾达建设集团股份有限公司	上海轨道交通13号线二期工程				
34200		沈阳博林特电梯股份有限公司	普湾新区新家园电梯采购项目		39870600	39870600	
345346	宜宾力锐投资建设有限责任公司	岭南园林股份有限公司	李庄组团园林绿化景观工程融资建设项目		400000000	400000000	
34982	长沙市轨道交通集团有限公司	深圳键桥通讯技术股份有限公司	长沙市轨道交通2号线一期工程警用通信系统采购及服务项目		42506800	42506800	
350127	国网物资有限公司	南京新联电子股份有限公司	国家电网公司2014年第三批电能表及用电信息采集设备招标采购		44090000	44090000	
351708	路桥集团	山东省路桥集团有限公司	云南鸡石通建高速公路大修项目第1标段		239918819	239918819	
351994	国家电网公司	深圳浩宁达仪表股份有限公司	国家电网公司2014年第三批电能表及用电信息采集设备招标采购		56486700	56486700	
352580		浙江永贵电器股份有限公司	时速250公里和350公里动车组采购项目		22740000	22740000	
353557	国家电网公司	杭州炬华科技股份有限公司	国家电网公司2014年第三批电能表及用电信息采集设备招标采购		109674987	109674987	
355804		山东省路桥集团有限公司	云南鸡石通建高速公路大修项目第1标段		239918819	239918819	
356888		湖北省路桥集团有限公司			5875270000	5875270000	湖北省路桥集团有限公司
357980		上海建工集团股份有限公司	上海市静安区60号街坊二期(暂名)工程施工项目		1371576965	1371576965	
361068	ShanghaiProharvestInternationalTradingCo.,Limited	上海瀚廷电子科技有限公司		采购合同			
364371	杭州市基础设施建设中心	腾达建设集团股份有限公司	留石快速路二期工程03标		130890727	130890727	
36605	河南省鹤壁市人民政府	盾安(天津)节能系统有限公司		鹤壁市老城区集中供热项目框架协议书			
36807	东营市城市管理局	上海巴安水务股份有限公司		东营市中心城生活水质提升项目工程施工ＢＴ合同	360000000	360000000	
37131	国家电网公司	北京科锐配电自动化股份有限公司	山东电力集团公司2012年第三批设备材料招标采购项目		82495900	82495900	
389903	西成铁路客运专线陕西有限责任公司	晋亿实业股份有限公司	新建西安至成都铁路客运专线工程(陕西段)甲供物资高速钢轨扣配件		253556304	253556304	
39081	成都兴城投资集团有限公司	成都市路桥工程股份有限公司	二环路西段工程项目施工图设计-采购-施工总承包(EPC4)合同段		590000000	590000000	成都市市政工程设计研究院
391076	菲律宾金字塔建筑工程有限公司	上海龙元建设工程有限公司		建筑总承包合同			
391674	成绵峨城际铁路有限责任公司	中铁十七局集团有限公司	新建铁路成都至绵悥至乐山客运专线江油至眉山段站前工程第1、4标段		6937966300	6937966300	
396873	绿色动力水上运输有限公司	上海佳豪船舶科技发展有限公司		三型LNG动力干货船设计技术服务合同	48000000	48000000	
39696	国家电网公司	深圳浩宁达仪表股份有限公司	国家电网公司2012年第一批电能表(含用电信息采集)招标采购		109000000	109000000	
398327	几内亚科纳克里自治港港务局	中工国际工程股份有限公司		几内亚科纳克里自治港东区扩建项目商务合同	5265000000	5265000000	
402227	杭州市地铁集团有限责任公司	宏润建设集团股份有限公司			482459219	482459219	
404672	中国国际基金有限公司	中国中材国际工程股份有限公司					
404876		中铁一局集团有限公司	新建兰州至重庆铁路兰州东至夏官营、广元至重庆段土建工程及兰州东至重庆段铺架工程LYS-13标段和LYS-14标段		9132230000	9132230000	
407923	国家电网公司	宁波三星电气股份有限公司	国家电网公司2013年第二批电能表及用电信息采集设备		247875900	247875900	
417836	毛里塔尼亚水利能源部排水局	中国葛洲坝集团股份有限公司		毛里塔尼亚努瓦克肖特城市排水一期项目合同协议书	1361958582	1361958582	
418347	上海市建设工程管理有限公司	上海隧道工程股份有限公司		勘察、设计、施工总承包框架协议书	960000000	960000000	
418789		中国葛洲坝集团股份有限公司	哈萨克斯坦国阿拉木图州奇利克河流域梯级水电开发项目				
422478	哈密天山水泥有限责任公司	苏州中材建设有限公司		哈密天山水泥有限责任公司日产5000吨新型干法水泥生产线项目总承包合同	539670000	539670000	
436418	广东机械进出口国际招标有限公司	浙江浙大网新科技股份有限公司	沙角A电厂1—4号机组烟气脱硫工程项目		239712992.50	239712992.50	
438841	蚌埠市省道三零七一级公路公开有限公司	安徽水利开发股份有限公司	S307蚌埠市解放路淮河公路大桥至蒙城界一级公路改建工程第三合同段		366260000	366260000	
439368	中国移动通信有限公司	湖北凯乐科技股份有限公司			500000000	500000000	
44149	中材科技风电叶片股份有限公司	常州天晟新材料股份有限公司	中材科技风电叶片股份有限公司叶片用Balsa轻木采购项目和叶片用PVC芯材采购项目				
44191	福建省南平宁武高速公路有限责任公司	安徽皖通科技股份有限公司	宁德至武夷山高速公路(南平段)机电工程		57257606	57257606	
444544	深圳勤	深圳市勤上节能科技有限公司	池州市贵池工业园和贵池前江工业园LED路灯BOT采购项目				
445028	衡水市南水北调工程建设委员会办公室	宁夏青龙管业股份有限公司	衡水市南水北调配套工程水厂以上输水管道工程第三设计单元PCCP管材制造第一标段	衡水市南水北调配套工程水厂以上输水管道工程第三设计单元PCCP管材制造第一标段合同	80396912	80396912	
446119	呼和浩特市体育局	浙江东南网架股份有限公司	呼和浩特市游泳跳水馆及体育馆主体钢结构及屋顶网架工程		93180369.21	93180369.21	
447671	CentaurMarineLimited	上海佳船机械设备进出口有限公司			56000000	56000000	
449215		四川路桥建设股份有限公司	安徽省世行贷款铜铃—汤口高速公路第14合同段项目		131561835	131561835	
45601	央视国际网络有限公司	乐视网信息技术(北京)股份有限公司		战略合作协议			
46042	顺电气股份有限公司	苏州工业园区和顺电气股份有限公司		表箱设备购销专用合同	53818184	53818184	
473476	黑龙江省齐齐哈尔市第一医院	深圳市尚荣医疗股份有限公司		黑龙江省齐齐哈尔市第一医院南院建设项目融资代建建设合同			
479264	中国石化股份有限公司齐鲁分公司	山东三维石化工程股份有限公司	齐鲁分公司第一硫磺回收装置安全隐患治理技术改造项目EPC总承包		25171600	25171600	
479425		山东省路桥集团有限公司	青岛港董家口港区疏港一路工程(二标段)项目		251860192	251860192	
480980	阿拉伯也门水泥有限公司	中材国际工程股份有限公司					
488633	国内一造船公司	江苏弘业股份有限公司		71米起锚供应船建造合同			
489705		中国葛洲坝集团股份有限公司	新建山西中南部铁栤通道瓦塘至汤愄东(含)段站前工程		3241479203	3241479203	
4922980	通化市城建投资开发有限公司	山东齐星铁塔科技股份有限公司	通化市智能立体停车场建设项目(设备)				
4923455	山东广播电视台	北京数码视讯科技股份有限公司	山东广播电视台地面数字电视集成播控和信号传输平台建设项目				
4925037	普洱市邮政管理局	云南云投生态环境科技股份有限公司	云南省普洱市中心城区物流园工程	云南省普洱市中心城区快递物流园工程建设项目总承包合同书	235000000	235000000	
4931377	泉州市住房和城乡建设局	龙元建设集团股份有限公司	泉州市棚户区改造PPP项目		8521000	8521000	
4934666	福建奔驰汽车工业有限公司	宏达高科控股股份有限公司					
4937418	国家电网公司	宁波三星智能电气有限公司	国家电网公司2016年电源项目第三次物资招标采购活动		15950000	15950000	
4937976	国家电网公司	徐州海伦哲专用车辆股份有限公司	国家电网公司2016年车辆第一次竞争性谈判采购		569618400	569618400	
4945096		山东省高速路桥养护有限公司	2016年山东高速养护维修工程项目		423983016.73	423983016.73	
4948380	上海宝冶集团有限公司	安徽鸿路钢结构(集团)股份有限公司	武汉A项目钢结构制作工程合同	关于武汉A项目钢结构制作工程合同(来料加工)	14648060	14648060	
